"filename", "language", "C++", "Python", "C", "Jupyter", "HTML", "Log", "Markdown", "comment", "blank", "total"
"/home/zl/gem5/src/learning_gem5/part2/hello_object.cc", "C++", 38, 0, 0, 0, 0, 0, 0, 31, 8, 77
"/home/zl/gem5/src/learning_gem5/part2/hello_object.hh", "C++", 20, 0, 0, 0, 0, 0, 0, 40, 13, 73
"/home/zl/gem5/src/learning_gem5/part2/simple_cache.cc", "C++", 281, 0, 0, 0, 0, 0, 0, 94, 67, 442
"/home/zl/gem5/src/learning_gem5/part2/simple_cache.hh", "C++", 81, 0, 0, 0, 0, 0, 0, 197, 50, 328
"/home/zl/gem5/src/learning_gem5/part2/simple_memobj.cc", "C++", 144, 0, 0, 0, 0, 0, 0, 55, 40, 239
"/home/zl/gem5/src/learning_gem5/part2/simple_memobj.hh", "C++", 59, 0, 0, 0, 0, 0, 0, 158, 35, 252
"/home/zl/gem5/src/learning_gem5/part2/simple_object.cc", "C++", 12, 0, 0, 0, 0, 0, 0, 27, 5, 44
"/home/zl/gem5/src/learning_gem5/part2/simple_object.hh", "C++", 10, 0, 0, 0, 0, 0, 0, 27, 5, 42
"/home/zl/gem5/src/mem/AbstractMemory.py", "Python", 0, 13, 0, 0, 0, 0, 0, 51, 8, 72
"/home/zl/gem5/src/mem/AddrMapper.py", "Python", 0, 21, 0, 0, 0, 0, 0, 49, 6, 76
"/home/zl/gem5/src/mem/Bridge.py", "Python", 0, 18, 0, 0, 0, 0, 0, 37, 5, 60
"/home/zl/gem5/src/mem/CommMonitor.py", "Python", 0, 39, 0, 0, 0, 0, 0, 53, 14, 106
"/home/zl/gem5/src/mem/DRAMInterface.py", "Python", 0, 492, 0, 0, 0, 0, 0, 594, 331, 1417
"/home/zl/gem5/src/mem/DRAMSim2.py", "Python", 0, 14, 0, 0, 0, 0, 0, 36, 5, 55
"/home/zl/gem5/src/mem/DRAMsim3.py", "Python", 0, 12, 0, 0, 0, 0, 0, 38, 5, 55
"/home/zl/gem5/src/mem/ExternalMaster.py", "Python", 0, 13, 0, 0, 0, 0, 0, 34, 6, 53
"/home/zl/gem5/src/mem/ExternalSlave.py", "Python", 0, 13, 0, 0, 0, 0, 0, 34, 6, 53
"/home/zl/gem5/src/mem/HMCController.py", "Python", 0, 5, 0, 0, 0, 0, 0, 61, 6, 72
"/home/zl/gem5/src/mem/MemChecker.py", "Python", 0, 19, 0, 0, 0, 0, 0, 35, 6, 60
"/home/zl/gem5/src/mem/MemCtrl.py", "Python", 0, 18, 0, 0, 0, 0, 0, 61, 14, 93
"/home/zl/gem5/src/mem/MemDelay.py", "Python", 0, 21, 0, 0, 0, 0, 0, 34, 7, 62
"/home/zl/gem5/src/mem/MemInterface.py", "Python", 0, 26, 0, 0, 0, 0, 0, 67, 14, 107
"/home/zl/gem5/src/mem/MemObject.py", "Python", 0, 5, 0, 0, 0, 0, 0, 25, 3, 33
"/home/zl/gem5/src/mem/NVMInterface.py", "Python", 0, 35, 0, 0, 0, 0, 0, 51, 18, 104
"/home/zl/gem5/src/mem/SerialLink.py", "Python", 0, 22, 0, 0, 0, 0, 0, 42, 4, 68
"/home/zl/gem5/src/mem/SimpleMemory.py", "Python", 0, 10, 0, 0, 0, 0, 0, 39, 3, 52
"/home/zl/gem5/src/mem/XBar.py", "Python", 0, 68, 0, 0, 0, 0, 0, 106, 34, 208
"/home/zl/gem5/src/mem/abstract_mem.cc", "C++", 370, 0, 0, 0, 0, 0, 0, 78, 59, 507
"/home/zl/gem5/src/mem/abstract_mem.hh", "C++", 102, 0, 0, 0, 0, 0, 0, 180, 57, 339
"/home/zl/gem5/src/mem/addr_mapper.cc", "C++", 165, 0, 0, 0, 0, 0, 0, 46, 36, 247
"/home/zl/gem5/src/mem/addr_mapper.hh", "C++", 124, 0, 0, 0, 0, 0, 0, 75, 71, 270
"/home/zl/gem5/src/mem/backdoor.hh", "C++", 65, 0, 0, 0, 0, 0, 0, 41, 20, 126
"/home/zl/gem5/src/mem/bridge.cc", "C++", 239, 0, 0, 0, 0, 0, 0, 94, 66, 399
"/home/zl/gem5/src/mem/bridge.hh", "C++", 78, 0, 0, 0, 0, 0, 0, 190, 61, 329
"/home/zl/gem5/src/mem/cache/Cache.py", "Python", 0, 63, 0, 0, 0, 0, 0, 63, 31, 157
"/home/zl/gem5/src/mem/cache/base.cc", "C++", 1564, 0, 0, 0, 0, 0, 0, 576, 360, 2500
"/home/zl/gem5/src/mem/cache/base.hh", "C++", 480, 0, 0, 0, 0, 0, 0, 731, 209, 1420
"/home/zl/gem5/src/mem/cache/cache.cc", "C++", 724, 0, 0, 0, 0, 0, 0, 522, 192, 1438
"/home/zl/gem5/src/mem/cache/cache.hh", "C++", 53, 0, 0, 0, 0, 0, 0, 88, 31, 172
"/home/zl/gem5/src/mem/cache/cache_blk.cc", "C++", 27, 0, 0, 0, 0, 0, 0, 47, 13, 87
"/home/zl/gem5/src/mem/cache/cache_blk.hh", "C++", 234, 0, 0, 0, 0, 0, 0, 229, 55, 518
"/home/zl/gem5/src/mem/cache/compressors/Compressors.py", "Python", 0, 104, 0, 0, 0, 0, 0, 27, 30, 161
"/home/zl/gem5/src/mem/cache/compressors/base.cc", "C++", 157, 0, 0, 0, 0, 0, 0, 52, 39, 248
"/home/zl/gem5/src/mem/cache/compressors/base.hh", "C++", 61, 0, 0, 0, 0, 0, 0, 153, 39, 253
"/home/zl/gem5/src/mem/cache/compressors/base_delta.cc", "C++", 64, 0, 0, 0, 0, 0, 0, 30, 17, 111
"/home/zl/gem5/src/mem/cache/compressors/base_delta.hh", "C++", 124, 0, 0, 0, 0, 0, 0, 55, 30, 209
"/home/zl/gem5/src/mem/cache/compressors/base_delta_impl.hh", "C++", 52, 0, 0, 0, 0, 0, 0, 39, 16, 107
